cid,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,prob,intensity,lat,lng,color_r,color_g,color_b,category,airplane,animal,apparel,arcade,armchair,ashcan,awning,bag,ball,bannister,bar,barrel,base,basket,bathtub,bed,bench,bicycle,blanket,blind,boat,book,bookcase,booth,bottle,box,bridge,buffet,building,bulletin,bus,cabinet,canopy,car,case,ceiling,chair,chandelier,chest,clock,coffee,column,computer,conveyer,counter,countertop,cradle,crt,curtain,cushion,desk,dirt,dishwasher,door,earth,escalator,fan,fence,field,fireplace,flag,floor,flower,food,fountain,glass,grandstand,grass,hill,hood,house,hovel,kitchen,lake,lamp,land,light,microwave,minibike,mirror,monitor,mountain,ottoman,oven,painting,palm,path,person,pier,pillow,plant,plate,plaything,pole,pool,poster,pot,radiator,railing,refrigerator,river,road,rock,rug,runway,sand,sconce,screen_door,screen_projection,sculpture,sea,seat,shelf,ship,shower,sidewalk,signboard,sink,sky,skyscraper,sofa,stage,stairs,stairway,step,stool,stove,streetlight,swimming,swivel,table,tank,television,tent,toilet,towel,tower,trade,traffic,tray,tree,truck,van,vase,wall,wardrobe,washer,water,waterfall,windowpane
28926-28953,1,1,1,2,0,1,0,2,3,2,1,3,0.0247787896906135,17,-23.492573100010333,-46.38839857497985,6, 230, 230,sky,0.0,0.0,0.0,0.0,0.0,0.0,0.01373291015625,0.0431060791015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0762939453125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,28.799057006835938,0.0,0.000762939453125,0.0,0.0,15.085220336914062,0.0,6.10504150390625,0.0,0.0,0.0,0.0,0,3.079986572265625,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.1422882080078125,4.1652679443359375,0.0,0.0,0.3566741943359375,0.0,0,0.0,0.4314422607421875,0.0,0.0,0.0,0.0011444091796875,0.0,4.517364501953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0110626220703125,0.0,0.0,0.0461578369140625,0.0,0.0,0.0,6.4319610595703125,0.0,1.126861572265625,0.0,0.0,0.3360748291015625,0.0,0.0,0.6885528564453125,0.0,0.0,0.0,0.0,0.029754638671875,0.0,0.0,145.69129943847656,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.886978149414062,2.5241851806640625,0.0,146.67739868164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.154327392578125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.115203857421875,0.0,10.6781005859375,0.0,1.116180419921875,0.0,8.66851806640625,0.0,0.0,0.0,0.0,0.0
28952-127912,2,2,0,0,1,1,3,0,1,1,0,0,0.0171701975396267,11,-23.49775649357162,-46.39671075101194,6, 230, 230,sky,0.0,0.0,0.0,0.0,0.0,0.0,0.2063751220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000762939453125,0.0316619873046875,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,34.12742614746094,0.0,0.0,0.0,0.0,21.718597412109375,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,7.449722290039063,0.0,0.0,0.0270843505859375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9972076416015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.990386962890625,0.0,0.0,0.0,0.0,0.0,0.0,0.000762939453125,0.0164031982421875,0.57373046875,0.0,0.0,2.4814605712890625,0.0,0.0,0.6195068359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.03912353515625,0.0885009765625,0.0,0.0,0.275421142578125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.481491088867188,0.2544403076171875,0.0,129.8675537109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5184173583984375,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.30517578125,0.0,0.0,44.036865234375,0.502777099609375,1.4957427978515625,0.0,0.893402099609375,0.0,0.0,0.0,0.0,0.0
28953-28954,1,2,2,2,3,3,3,1,2,3,0,1,0.0268885197715062,23,-23.49319748435439,-46.38900428450996,6, 230, 230,sky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42266845703125,0.0,0.0,0.0,0.0,0.01068115234375,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0110626220703125,0.0,0,18.294525146484375,0.0,31.414794921874996,0.0,0.0,17.860794067382812,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,5.76324462890625,0.0,0.0,10.137176513671875,0.0019073486328125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672149658203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.350616455078125,0.0,0.0,0.0,8.318328857421875,0.0,0.9021759033203125,0.0,0.0,1.3515472412109375,0.0,0.0,3.13568115234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.27037048339844,3.5556793212890625,0.0,0.0,0.24871826171875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6912689208984375,0.487518310546875,0.0,136.68746948242188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2140045166015625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.067535400390625,0.0049591064453125,0.0,0.0,0.1251220703125,0.0,0.0,0.0,0.0,0.0
28958-28921,2,4,1,2,2,0,1,1,0,1,4,0,0.0221384194199566,18,-23.486769003059003,-46.382140693561794,6, 230, 230,sky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,28.874969482421875,0.0,47.90534973144531,0.0,0.0,7.5229644775390625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.457763671875,0.0,0.0,4.164886474609375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.349853515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2254486083984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.16168212890625,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8572540283203125,0.34637451171875,0.0,159.9933624267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396728515625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.400970458984375,1.373291015625,0.1068115234375,0.0,0.2193450927734375,0.0,0.0,0.0,0.0,0.0
29808-29809,2,1,0,0,2,1,0,0,2,2,0,1,0.0177200837466361,11,-23.7045416,-46.70080180000001,6, 230, 230,sky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.101470947265625,0,52.623748779296875,0.0,0.040435791015625,0.0,0.0,11.627960205078125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,2.5096893310546875,0.0,0.0,6.925201416015625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.4499664306640625,0.0408172607421875,0.1190185546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.000762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005340576171875,0.0,0.0,3.582763671875,0.0,0.0,0.0,0.0,1.5655517578125,0.0,0.0,139.39895629882812,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.10528564453125,0.0,0.0,0.0,0.0,16.535568237304688,0.3910064697265625,0.0,141.12281799316406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3772735595703125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.104522705078125,0.0,0.0,13.978958129882812,0.356292724609375,0.0,0.0,7.036590576171875,0.0,0.0,0.0,0.0,0.0
29811-21430,0,1,5,1,2,0,0,1,4,1,1,1,0.0225490011211903,17,-23.70341222632489,-46.70110548187233,140, 140, 140,road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217437744140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,31.48651123046875,0.019073486328125,0.0,0.0,0.0,4.2270660400390625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4230499267578125,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,2.85186767578125,0.0,0.0,6.267547607421875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4759979248046875,0.0713348388671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00457763671875,0.0,0.0,0.0,4.210662841796875,0.0,0.0041961669921875,0.0,0.0,0.0507354736328125,0.0,0.0,0.6313323974609375,0.0,0.06561279296875,0.0,0.0,0.0804901123046875,0.0,0.0,135.61248779296875,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.251861572265625,1.2432098388671875,0.0,104.9835205078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1888275146484375,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.19596862792969,0.0,0.0,0.0,10.63232421875,0.0,0.0,0.0,0.0,0.0
30045-98379,2,1,0,1,1,3,0,2,0,3,1,0,0.0201056734080453,14,-23.709984170303528,-46.69954134848899,140, 140, 140,road,1.9527435302734373,0.0,0.0,0.0,0.0,0.0030517578125,0.016021728515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1911163330078125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0614166259765625,0.0,0,39.9322509765625,0.0,1.41754150390625,0.0,0.0,2.6187896728515625,0.0,0.0766754150390625,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0370025634765625,0.408935546875,0.0,0.0,1.1638641357421875,0.0,0,0.096893310546875,0.0,0.0,0.0,0.0,0.0,0.0,0.29296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6742706298828125,0.0,0.0,0.0560760498046875,0.0,0.0,0.0652313232421875,0.0,0.0,5.804443359375,0.0,0.0,0.1800537109375,0.0,0.0,3.84674072265625,0.0,2.0282745361328125,0.0,0.0,0.0,0.0,0.0,136.75575256347656,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.488327026367188,1.873016357421875,0.0,132.3535919189453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202178955078125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.047515869140625,0.154876708984375,0.0,28.90472412109375,0.0225067138671875,0.0,0.0,9.455108642578125,0.0,0.0,0.0,0.0,0.0
30430-30431,1,1,3,3,0,4,0,0,0,1,0,0,0.0153812344128228,13,-23.73283658829022,-46.69737598059546,140, 140, 140,road,0.0,0.0,0.0,0.0,0.0,0.0,0.0274658203125,0.0,0.0,0.0030517578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10223388671875,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0091552734375,0.0,0,27.5970458984375,0.0,0.7358551025390625,0.0,0.0,14.937973022460938,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5279541015625,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,10.885238647460938,0.0,0.0,0.408935546875,0.0003814697265625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0537567138671875,0.0080108642578125,0.0,0.0,0.03814697265625,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0777435302734375,0.0,0.3841400146484375,0.0,0.0,1.33819580078125,0.0,0.0,5.95245361328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.30999755859375,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.425369262695312,0.8693695068359375,0.0,98.47259521484375,0.0,0.0,0.0,1.839447021484375,0.0,0.0,0.0,0.0,1.154327392578125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.01986694335938,11.395263671875,1.1585235595703125,0.0,4.2675018310546875,0.0,0.0,0.0,0.0,0.0
30430-30432,4,4,0,0,2,1,2,0,2,1,5,3,0.0222548120004403,24,-23.73160217556903,-46.6976603801706,6, 230, 230,sky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042724609375,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4528045654296875,0,31.555557250976562,0.0,0.0,0.0,0.0,27.587509155273438,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2735137939453125,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,3.1646728515625,0.0,0.0,1.7780303955078125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.076980590820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5626678466796875,0.0,0.0,0.0,0.0,0.0324249267578125,0.56610107421875,0.0,0.0,0.5680084228515625,0.0,0.0,3.71551513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.51687622070312,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.091552734375,0.0,28.400039672851562,0.041961669921875,0.0,121.56257629394531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290679931640625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0270843505859375,0.0,0.0,50.737762451171875,4.824066162109375,0.09918212890625,0.0,2.0275115966796875,0.0,0.0,0.0,0.0,0.0041961669921875
3088-9811,0,2,1,1,0,2,2,1,2,0,0,0,0.0165818192981266,11,-23.652527938652543,-46.68101119428914,140, 140, 140,road,0.0,0.0,0.0,0.0,0.0,0.0026702880859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054168701171875,0.0,0.0,0.0,0.0,0.0,0,0.003814697265625,0.0,0.0,0.0,0,40.72532653808594,0.0,1.5758514404296875,0.0,0.0,3.2566070556640625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.09307861328125,0.0,0.135040283203125,0.0,0.9227752685546875,0.0,0,0.0,0.0,0.0,0.0,0.14801025390625,0.0,0.0,0.09307861328125,0.0,0.0,0.060272216796875,0.0194549560546875,0.0,0.0,0.0,0.0,0.0,0,0.0461578369140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128936767578125,0.0,0.0,0.4779815673828125,0.0,0.0,1.7910003662109375,0.0,0.0,0.0064849853515625,0.0,0.0,0.0,0.0,153.14598083496094,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.866729736328125,0.293731689453125,0.0,93.99604797363281,0.0,0.0,0.0,0.018310546875,0.0,0.0,0.0,0.0,0.3143310546875,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.011444091796875,0.0,81.56852722167969,0.0,0.1232147216796875,0.0,2.1209716796875,0.0,0.0,0.0,0.0,0.0
31296-31068,2,0,3,1,4,2,0,0,1,1,1,0,0.0204676818276597,15,-23.7359027506562,-46.69941977237997,140, 140, 140,road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1522064208984375,0.0,0.0,0.0,0.0019073486328125,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,45.76530456542969,0.0,0.4581451416015625,0.0,0.0,1.0921478271484375,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.003814697265625,0.0,0.0,0.736236572265625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.192291259765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1483917236328125,0.0,0.0,0.0,0.0,0.0,0.0469207763671875,0.0,0.0,0.730133056640625,0.0,0.0,0.0850677490234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.2497100830078,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.833328247070312,0.0904083251953125,0.0,97.26753234863281,0.0,0.0,0.0,0.2353668212890625,0.0,0.0,0.0,0.0,1.557159423828125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0019073486328125,0.0,61.20948791503906,1.2115478515625,0.0034332275390625,0.0,17.92755126953125,0.0,0.0,0.0,0.0,0.0
31491-3573,1,1,0,1,2,0,1,1,2,0,1,1,0.0217599144141319,11,-23.57566358780187,-46.70721104525536,6, 230, 230,sky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194549560546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,44.56901550292969,0.0,0.8655548095703125,0.0,0.0,12.4664306640625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.44097900390625,1.013946533203125,0.0,0.0,7.891845703125,0.0,0,0.0,0.392913818359375,0.0,0.0,0.0,0.0,0.0,3.66973876953125,0.0,0.0,0.1598358154296875,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2518310546875,0.0,0.02288818359375,0.0,0.0,0.9098052978515625,0.0,0.0,3.9417266845703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.17024230957031,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.76329040527344,0.0034332275390625,0.0,120.72677612304688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19073486328125,0.0,0.0,0.0,0.0453948974609375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5994873046875,2.3914337158203125,0.406646728515625,0.0,0.0865936279296875,0.0,0.0,0.0,0.0,0.0
31495-31496,1,1,1,0,1,1,2,1,2,0,0,1,0.0216618513738818,11,-23.572732125009267,-46.70749587498759,6, 230, 230,sky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049591064453125,0.0,0.0,0.0041961669921875,0.0,0,0.0,0.0,0.0,0.0,0,77.30445861816406,0.0,0.0,0.0,0.0,22.719955444335938,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,11.57073974609375,0.0,0.0,2.25067138671875,0.0,0,0.0,2.6958465576171875,0.0,0.0,0.66070556640625,0.0,0.0,2.664947509765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999664306640625,0.0,0.077056884765625,0.0,0.0,19.804763793945312,0.0,0.0,1.1554718017578125,0.0,0.0,0.08392333984375,0.0,0.0,0.0,0.0,67.59452819824219,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.19355773925781,0.710296630859375,0.0,104.36859130859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3856658935546875,0.0,0.0,0.246429443359375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.88421630859375,0.0,0.0,0.0,10.619354248046875,0.0,0.0,0.0,0.0,0.0
31496-31497,2,0,1,0,0,2,1,0,0,1,1,2,0.0172105225281407,10,-23.5725225942452,-46.70808620369626,6, 230, 230,sky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064849853515625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,39.48860168457031,0.0,8.404541015625,0.0,0.0,34.31587219238281,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,35.504150390625,0.0,0.0,0.6809234619140625,0.0,0,0.0,0.405120849609375,0.0,0.0,0.0,0.0,0.0,0.0179290771484375,0.0,0.0,0.609588623046875,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.2391815185546875,0.0,0.0,0.0,21.654510498046875,0.0041961669921875,9.815597534179688,0.0,0.0,2.83050537109375,0.0,0.0,0.8655548095703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.94554138183594,0.0,0.0,0.0,0.0469207763671875,0.0,0,0.0,0.0,0.0049591064453125,0.0,0.0,0.0,0.0,13.425445556640623,0.3894805908203125,0.0,117.13485717773438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1468658447265625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.1049957275390625,0.0,24.248886108398438,0.4528045654296875,0.5733489990234375,0.0,5.624771118164063,0.0,0.0,0.0,0.0,0.0
31671-433,2,1,0,2,0,1,0,3,2,0,1,0,0.0170822157465052,12,-23.560098554198948,-46.711190783704566,140, 140, 140,road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.6854248046875,0.0,0.0,0.0,0.0,7.5321197509765625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0904083251953125,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,4.038238525390625,0.0,0.0,0.0492095947265625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.254837036132812,0.0,0.0,0.73089599609375,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28314208984375,0.0,0.0,1.93023681640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.60235595703125,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6603240966796875,0.0,0.0,0.0,0.0,12.354660034179688,0.2582550048828125,0.0,114.05754089355469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7663726806640625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.04299926757812,0.0,0.0,0.0,16.662979125976562,0.0,0.0,0.0,0.0,0.0
31805-47780,1,3,0,0,1,0,2,1,2,0,2,1,0.0191305418676152,13,-23.767677351563226,-46.717034271795086,6, 230, 230,sky,0.0,0.0,0.0,0.0,0.0,0.0,0.1861572265625,0.0,0.0,0.0,0.0,0.0,0.035858154296875,0.0,0.0,0.0,0.0335693359375,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.50822448730469,0.0,0.009918212890625,0.0,0.0,7.4855804443359375,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,15.964508056640625,0.0,0.0,24.492645263671875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.317947387695312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.000762939453125,0.0,0.0,0.0,0.0850677490234375,0.0,0.40130615234375,0.0,0.0,0.6053924560546875,0.0,0.0,0.8159637451171875,0.0,0.0,0.0,0.0,0.0049591064453125,0.0,0.0,136.090087890625,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52685546875,2.39410400390625,0.0,163.96827697753906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9807586669921875,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.067901611328125,0.0,20.423507690429688,0.000762939453125,0.4150390625,0.0,1.184844970703125,0.0,0.0,0.0,0.0,0.0
32011-5600,0,2,0,3,2,0,0,0,1,1,1,0,0.0154600514358274,10,-23.54683427500006,-46.63338927500073,180, 120, 120,building,0.0,0.0,0.0,0.0,0.0,0.043487548828125,0.0,0.0011444091796875,0.0,0.0,0.0,0.0,0.439453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,222.29537963867188,0.0,16.42608642578125,0.0,0.0,32.144927978515625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.638580322265625,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.074005126953125,0.00152587890625,0.0,0.0,0.0,0.0,0,0.0,0.2410888671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.32196044921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.324127197265625,0.0,0.0,0.0,0.0,0.0,0.049591064453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.69068908691406,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.019485473632812,1.6510009765625,0.0,10.1226806640625,0.0,0.0,0.0,0.0003814697265625,0.0,0.0,0.0,0.0,0.4001617431640625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0640869140625,0.0,0.0,0.1194000244140625,0.0049591064453125,7.925415039062502,0.0,0.0003814697265625,0.0,0.0,0.0,0.0,0.0
